tno,pid,whatHappen,keyFacts,stance
4587,202409205006,憲法法庭於2024年9月20日針對社會矚目的死刑釋憲案做出判決，宣告刑法中以死刑為最重本刑的部分合憲，但僅適用於犯罪情節最嚴重且刑事程序符合憲法最嚴密正當法律程序要求的情形。此案由王信福等37名死囚提出，他們認為死刑違反憲法中的平等權、生存權及比例原則，並聲請法規範憲法審查及停止執行。憲法法庭於4月23日召開言詞辯論庭，並在7月間依憲法訴訟法延長宣判期間，最終於9月20日下午宣示判決。,"1. 2024年09月20日，憲法法庭做出113年憲判字第8號判決，裁定刑法中以死刑為最重本刑的部分合憲，適用於犯罪情節最嚴重且刑事程序符合憲法最嚴密正當法律程序要求的情形。

2. 王信福等37名死囚聲請法規範憲法審查，認為死刑違反憲法平等權、生存權及比例原則，並要求停止執行死刑。

3. 憲法法庭於2024年4月23日召開言詞辯論庭，並在7月間依憲法訴訟法延長宣判期間，最終於2024年09月20日下午宣示判決。","憲法法庭：刑法以死刑為最重本刑部分，僅適用於犯罪情節屬最嚴重，且刑事程序符合憲法最嚴密正當法律程序要求的情形，認為合憲。

王信福等37名死囚：認為死刑違反憲法平等權、生存權、比例原則，聲請法規範憲法審查並停止執行。"
4587,202409200301,憲法法庭於2024年9月20日宣判，確認刑法中故意殺人罪以死刑為最重刑罰的部分合憲，但僅適用於犯罪情節最嚴重且刑事程序符合憲法要求的情況。判決指出，檢警偵辦時需有辯護人，第三審需強制辯護及言詞辯論，且合議庭需一致決，否則不得科處死刑。37名死囚可依此判決聲請非常上訴。法庭要求相關法規在兩年內修正，以保障被告的訴訟權利及生命權。,"1. 2024年09月20日，憲法法庭判決刑法故意殺人罪以死刑為最重本刑部分合憲，但僅適用於犯罪情節屬最嚴重且刑事程序符合憲法最嚴密正當法律程序要求的情形。

2. 憲法法庭指出，刑事訴訟法未規定檢警偵辦故意殺人罪案件時應有辯護人在場，違反憲法保障人民生命權及被告之訴訟上防禦權，要求相關機關自判決宣示之日起2年內修正規定。

3. 判決強調，故意殺人罪案件於第三審審判時應適用強制辯護制度，並要求言詞辯論，否則違反憲法保障人民生命權及正當法律程序原則，相關規定需於2年內修正。

4. 憲法法庭認為，科處死刑之判決應經各級法院合議庭法官一致決，現行法院組織法未明定此要求，違反憲法保障人民生命權及正當法律程序原則，需於2年內修正。

5. 判決指出，故意殺人案件被告於行為時或審判時有精神障礙或其他心智缺陷者，不得科處或執行死刑，相關機關需於2年內檢討修正相關規定。","憲法法庭：刑法故意殺人罪以死刑為最重本刑部分合憲，但僅適用於犯罪情節屬最嚴重且刑事程序符合憲法最嚴密正當法律程序要求的情形。相關法規須於2年內修正。

王信福等37名死囚：認為死刑違反憲法平等權、生存權、比例原則，聲請法規範憲法審查並停止執行。

憲法法庭：刑事訴訟法未規定檢警偵辦故意殺人罪案件時應有辯護人在場，違反憲法保障人民生命權及被告之訴訟上防禦權，相關規定須於2年內修正。

憲法法庭：刑事訴訟法第388條未明定故意殺人罪案件於第三審應適用強制辯護制度，違反憲法保障人民生命權，相關規定須於2年內修正。

憲法法庭：刑事訴訟法第389條第1項未明定第三審法院就故意殺人罪案應言詞辯論，違反憲法保障人民生命權，相關規定須於2年內修正。

憲法法庭：法院組織法未明定故意殺人罪案件應經合議庭法官之一致決才可以科處死刑，違反憲法保障人民生命權，相關規定須於2年內修正。

憲法法庭：故意殺人案件被告於行為時或審判時有精神障礙或其他心智缺陷者，不得科處死刑；被告受到死刑諭知後有精神障礙或其他心智缺陷者，不得執行死刑，相關規定須於2年內修正。"
4587,202409200245,憲法法庭於2024年9月20日做出113年憲判字第8號判決，認定死刑有條件合憲，並針對37名死囚的個案救濟提供指引。判決指出，若個案犯罪情節非最嚴重、第三審無辯護人、未行言詞辯論或科處死刑未一致決，死囚可聲請檢察總長提起非常上訴。若非常上訴成功，羈押次數應重新計算。憲法法庭強調，審判中的羈押期間不得超過5年，而目前全體聲請人案件已超過8年。最高法院若撤銷原判決，應由各管轄法院處理羈押及限制出境等事項，並儘速完成審判以保障訴訟權益。,"1. 2024年09月20日，憲法法庭認定死刑有條件合憲，並指出37名死囚在符合判決意旨下可聲請檢察總長提起非常上訴。

2. 憲法法庭於2024年09月20日做出113年憲判字第8號判決，認為若死囚非常上訴成功，其羈押次數應重新計算。

3. 憲法法庭指出，審判中的羈押期間累計不得逾5年，但全體聲請人王信福等37名死囚的案件已超過8年。

4. 憲法法庭表示，若最高法院認為非常上訴有理由而撤銷原判決，則各聲請人應由各管轄法院處理羈押事項及限制出境、出海等處分。

5. 憲法法庭強調，若非常上訴成功，羈押次數及期間應自最高法院撤銷原判決時起重新計算，各級法院應儘速完成審判以維護聲請人的訴訟權益。","憲法法庭：認定死刑有條件合憲，並指出37名死囚在符合判決意旨下可聲請檢察總長提起非常上訴。若非常上訴成功，羈押次數應重新計算。

檢察總長：得依職權提起非常上訴，並在最高法院認為非常上訴有理由而撤銷原判決後，處理羈押事項及限制出境、出海等處分。

最高法院：若認為非常上訴有理由，則應撤銷原判決，並由各管轄法院處理後續羈押及限制措施。

各級法院：應儘速完成審判，避免遲延，以維護聲請人的訴訟權益。"
4587,202409270236,2024年9月27日，國民黨立委翁曉玲在立法院施政總質詢中，針對憲法法庭對死刑的判決進行質詢。憲法法庭雖未宣告死刑違憲，但設下多項條件，被視為實質廢死。行政院長卓榮泰表示，死刑是有條件合憲，條件可透過修法促使符合，必要時仍會執行。國民黨立委吳宗憲等人表示不排除修法、上街頭或提案公投；民進黨團則研議無期徒刑不得假釋制度。法務部長鄭銘謙表示，將依憲判意旨研修相關法律。,"1. 2024年09月27日，國民黨立委翁曉玲在立法院施政總質詢中指出，憲法法庭對死刑的判決引發社會不滿，雖然未宣告死刑違憲，但設下許多條件關卡，達成實質廢死。

2. 行政院長卓榮泰在同日回應表示，死刑是有條件合憲，設定的條件可透過修法促使符合，他不認同這已實質廢死，並強調在執行條件後若有其必要，仍會執行死刑。

3. 2024年09月26日，國民黨立委吳宗憲等人表示，不排除對憲法法庭的修法提案進行公投或上街頭抗議，民進黨團則研議推動無期徒刑不得假釋制度。

4. 憲法法庭的死刑釋憲案中，有7位大法官贊同判決理由，5位大法官提出不同意見，1位大法官認為應該廢死，顯示討論過程中意見分歧。

5. 法務部長鄭銘謙表示，將依據憲法法庭的判決意旨研修監獄行刑法及刑法，以符合大法官的條件要求。","翁曉玲（國民黨立委）：質疑憲法法庭設下的條件關卡實質上達成廢除死刑，並指出社會對此判決的不滿。

卓榮泰（行政院長）：認為死刑是有條件合憲，條件可透過修法促使符合，不認同已實質廢死，若有必要仍會執行。

吳宗憲（國民黨立委）：不排除對修法、上街頭或提案公投，以表達對憲法法庭判決的不滿。

民進黨團：研議推動無期徒刑不得假釋制度，以回應憲法法庭的判決。

鄭銘謙（法務部長）：將依據憲法法庭的意旨研修監獄行刑法及刑法，以符合大法官的條件要求。"
4587,202409260170,憲法法庭於2024年9月20日針對死刑釋憲案做出判決，認定死刑有條件合憲，並要求修法以完善相關程序。民進黨立法院黨團幹事長吳思瑤表示，民進黨團將研議修法，避免冤案並推動無期徒刑不得假釋制度轉化為終身監禁。國民黨立委則對此判決表示不滿，揚言可能發動反廢死公投。吳思瑤強調，立委應負責任地進行修法，停止對大法官的不當攻訐。書記長蔡易餘呼籲各界思考修法配套措施，避免犯罪者利用精神問題逃避刑責。,"1. 2024年09月20日，憲法法庭做出民國113年憲判字第8號判決，針對故意殺人罪案件，若檢警偵辦時沒有辯護人辯護、第三審審判時沒有強制辯護及言詞辯論、各級法院合議庭沒有一致決，被告行為時或審理時有精神障礙或其他心智缺陷者，均不得科處死刑；被告受死刑諭知後有精神障礙或其他心智缺陷者，不得執行死刑。

2. 2024年09月26日，民進黨立法院黨團幹事長吳思瑤表示，民進黨團會研議修法，避免冤案產生，並推動將無期徒刑不得假釋的制度轉化為終身監禁等配套作為，以回應憲法法庭的判決。

3. 2024年09月26日，吳思瑤與書記長蔡易餘召開記者會，回應國民黨立委舉行的「大法官暗埋魔王關卡、比登天還難的死刑」記者會，強調尊重憲法法庭的判決，並呼籲停止對大法官的不當攻訐。

4. 吳思瑤指出，國民黨立委揚言可能發動反廢死公投，民進黨團予以尊重，但強調立委應優先進行修法，避免挑動社會對立，並表示民進黨團已積極研議未來修法。

5. 蔡易餘呼籲各界思考判決後的修法配套措施，避免犯罪者利用精神問題脫罪或避免死刑，並批評國民黨對大法官的政治操作不道德，呼籲在野黨不要刻意操作實質廢死。","民進黨立法院黨團幹事長吳思瑤：民進黨團會研議修法，避免冤案產生，推動將無期徒刑不得假釋的制度轉化為終身監禁等配套作為。尊重憲法法庭的判決，立委應負責任地進行修法，停止對大法官的不當攻訐。

民進黨立法院黨團書記長蔡易餘：國民黨對大法官的批判是政治操作，不道德。各界應思考修法配套措施，避免犯罪者利用精神問題脫罪或避免死刑，呼籲在野黨不要操作實質廢死或恐嚇民眾。"
4587,202409260120,國民黨立委吳宗憲等人於2024年9月26日召開記者會，質疑憲法法庭對死刑的判決雖然合憲，但設下過多限制，形同為死刑犯提供保護。憲法法庭於9月20日做出判決，認為死刑僅適用於最嚴重犯罪且程序符合憲法要求。吳宗憲表示，這些限制使得執行死刑比登天還難，並強調未來可能推動修法、上街頭或提案公投。新北校園割喉案被害者父親在記者會上表達對大法官和人權團體的不滿，認為加害者的人權不應凌駕於被害者之上。其他立委如黃建賓、林沛祥、游顥也對此表示不滿，認為法律應保護社會大眾而非加害者。,"1. 2024年09月26日，國民黨立委吳宗憲、黃建賓、林沛祥、游顥共同召開記者會，質疑憲法法庭對死刑的判決設下重重限制，形同為死刑犯設下保護傘，並表示未來不排除修法、上街頭、集結民意，甚至提案公投。

2. 2024年09月20日，憲法法庭做出113年憲判字第8號判決，認定刑法中死刑作為最重本刑僅適用於犯罪情節最嚴重且符合憲法最嚴密正當法律程序的情形，判決死刑有條件合憲。

3. 在記者會上，新北校園割喉案被害者父親透過視訊發聲，向大法官和人權團體喊話，表達對加害者人權的質疑，並描述其作為受害者家屬的痛苦經歷。

4. 黃建賓在記者會上表示，大法官為死刑判決設限，形同為罪大惡極的死刑犯設下保護傘，未能為受害者伸張正義，可能導致社會不安。

5. 林沛祥和游顥在記者會上批評大法官的判決限制，認為法律應保護一般社會大眾，而非加害者，並質疑這些限制實質上等同於廢除死刑，可能讓死刑犯逃過懲罰。","國民黨立委吳宗憲：大法官雖判決死刑合憲，但為殺人犯設下重重關卡，已造成比登天還難的死刑。他和一些立委會一起努力，未來有需要修法、上街頭、集結民意，提案公投也是選項之一。

新北校園割喉案被害者父親：向大法官和人權團體喊話，認為那些殺人犯已經剝奪他人的生存權，對於加害者的人權談論感到不滿，強調受害者家屬的痛苦無法被理解。

黃建賓：大法官為判決死刑設限，形同為罪大惡極的死刑犯設下保護傘，而不是在為受害者伸張正義，會讓社會更加不安。

林沛祥：台灣要民主，也要法治。法律應保護一般好好生活的社會大眾，但這次大法官的判決被質疑保護加害者，沒有顧及被害者的人權，這是一種偽善。

游顥：質疑大法官為判決死刑增加這麼多限制，已實質上廢死，這些死刑犯如果逃過死刑，甚至10幾年後假釋，讓人民和受害者家屬如何能安心。"
4587,202409250249,憲法法庭於2024年9月20日做出113年憲判字第8號判決，判定死刑在特定條件下合憲。國民黨主席朱立倫於9月25日批評大法官的判決，認為其限縮死刑判決和執行的條件，干預行政、立法和司法的獨立審判權，形同憲政危機。朱立倫指出，大法官的解釋權應受限於憲法，而非僭越立法權，並強調未來立法院將嚴格審查大法官人事案，以確保憲法法庭遵守五權分立的憲政制度。此外，朱立倫也針對國民黨與民眾黨退回中央政府總預算案一事，強調審查預算是立委的合法權利，呼籲行政部門謙卑面對立法部門的指教。,"1. 2024年09月25日，國民黨主席朱立倫在國民黨中常會上表示，憲法法庭對死刑的判決加上8項條件，造成未來判決和執行的困難，並被認為是實質廢除死刑。

2. 2024年09月25日，朱立倫批評大法官的判決限縮死刑的條件，認為這干預了行政、立法和司法的獨立審判權，並稱這是違憲的行為，形容大法官為「憲政哥吉拉」和「民主太上皇」。

3. 朱立倫指出，未來立法院在審查大法官人事案時，對於沒有憲政觀念的大法官人選，將不會通過，並強調立法權應讓憲法法庭遵守憲法和五權分立的制度。

4. 朱立倫談到國民黨與民眾黨立法院黨團退回114年度中央政府總預算案，強調審查預算是立委的合法權利，並批評民進黨過去也曾卡預算。

5. 朱立倫呼籲總統賴清德應該謙卑向立法部門說明預算問題，而非攻擊立委，並強調民主國家應回到正軌，避免變成「民主獨裁」。",朱立倫（國民黨主席）：大法官限縮判決和執行死刑的條件，直接干預和侵害行政、立法和司法的獨立審判權，已違憲，變成憲政哥吉拉、民主太上皇。大法官宣告死刑合憲，但加了8項條件，造成死刑未來判決和執行的高度困難，被法界公認是實質廢死。大法官是在創造憲政危機，未來立法院審查大法官人事案時，對於沒有憲政觀念、充滿意識形態的大法官人選，絕對不可能通過。審查預算是立委的天職，立委有權卡預算、刪預算、凍結預算，這些都是合法權利。總統應要有高度，希望行政院能謙卑向立法部門完整說明，而非攻擊立委。呼籲賴總統在字典裡加一個和字，不要永遠只有鬥，最後鬥垮台灣，是全民最大的傷害。
4587,202409210186,憲法法庭於2024年9月20日做出判決，故意殺人罪若被告在行為時或審理時有精神障礙或心智缺陷，不得科處死刑；若被告在受死刑諭知後出現上述狀況，也不得執行死刑。司法精神醫學會理事長楊添圍指出，精神科醫師不應執行死刑能力鑑定，並應協助無法有效辯護的精神疾病患者。理事李俊宏表示，若被告在審判中無法自辯，應暫停審理並接受治療。對於死刑執行的醫學倫理問題，李俊宏認為需進一步討論，以避免違背醫師誓詞。,"1. 2024年09月20日，憲法法庭做出113年憲判字第8號判決，判定故意殺人罪若被告在行為時或審理時有精神障礙或其他心智缺陷者，不得科處死刑；若被告在受死刑諭知後有精神障礙或其他心智缺陷者，不得執行死刑。

2. 2024年09月21日，司法精神醫學會指出，憲法法庭的判決可能違反醫學倫理，因為精神科醫師不應執行受刑能力鑑定，並應協助無法有效辯護的精神疾病及心智障礙者。

3. 司法精神醫學會理事長楊添圍在臉書發文，強調精神科醫師的立場與倫理誡命，指出精神障礙或心智障礙者不應處以死刑，這在許多保留死刑的國家也是通則。

4. 司法精神醫學會理事李俊宏表示，鑑定被告在行為時是否有精神障礙與現行機制差異不大，但對於死刑諭知後的精神狀況鑑定，可能違反醫學倫理，並擔憂未來修法後可能找不到醫師願意執行相關工作。

5. 李俊宏指出，不少國家禁止醫師涉入死刑判決程序，並呼籲在進行修法前應有更深入的討論，以避免醫學倫理與法律判決的衝突。","憲法法庭：故意殺人罪以死刑為最重本刑部分合憲，但若被告有精神障礙或其他心智缺陷，不得執行死刑。

司法精神醫學會：當判斷涉及生命時，恐有違醫學倫理的維護生命宗旨。

楊添圍（司法精神醫學會理事長）：精神科醫師不應執行受刑能力鑑定，應協助無法有效防禦辯護的精神疾病及心智障礙者。

李俊宏（司法精神醫學會理事）：鑑定被告精神狀況與現行機制差異不大，但若判斷可能剝奪生命，則有違醫學倫理的疑慮。"
4587,202409210110,憲法法庭於2024年9月20日針對死刑釋憲案做出判決，指出在故意殺人罪案件中，若檢警偵辦時無辯護人、第三審無強制辯護及言詞辯論、各級法院合議庭無一致決，或被告在行為時、審理時有精神障礙或心智缺陷者，均不得科處死刑；若被告在受死刑諭知後有精神障礙或心智缺陷者，不得執行死刑。此判決引發社會議論。高雄退休女教師遭劫殺命案的受害者家屬於2024年9月21日表示不滿，批評支持廢死者「披著假人權外衣」，並質疑聯合國兩公約在台灣的適用。該命案中，劉姓男子涉案，歷審5度判死，但高雄高分院更四審改判無期徒刑。,"1. 2024年09月20日，憲法法庭針對死刑釋憲案做出113年憲判字第8號判決，規定故意殺人罪案件中若被告在偵辦或審理時有精神障礙或心智缺陷，不得科處或執行死刑，相關法規需修法。

2. 2024年09月21日，高雄退休女教師遭劫殺命案的受害者家屬公開表示不滿，批評支持廢死的人「披著假人權外衣踐踏被害人鮮血」，並指出妻子的命案10年未判決，而已確定死刑的犯人卻有機會逃脫死刑。

3. 劉姓男子10年前涉劫財劫色，持鐵鎚打死退休女教師，案件歷經多次審理，最終高雄高分院更四審以強盜殺人犯行屬隨機偶發，不符「情節最重大之罪」，改判無期徒刑，並可上訴。

4. 受害者家屬批評聯合國兩公約在台灣被誤用，指出兩公約並未贊成廢死，而是允許在罪行重大時判死，但台灣法庭未明確定義「最重大惡行」，使得兩公約成為「虛晃一招」。","高雄退休女教師受害者丈夫：批評支持廢死的人是在「披著假人權外衣踐踏被害人鮮血，遂行自己的私利」，並指出聯合國兩公約並未贊成廢死，強調在罪行重大時可以判死。

憲法法庭：在113年憲判字第8號判決中，對故意殺人罪案件提出若干限制，要求在特定情況下不得科處或執行死刑，並指出相關法規須修法。"
4587,202409210107,憲法法庭近日判定死刑有條件合憲，引發社會討論。新北市長侯友宜（2024年09月21日）在淡水國小校舍新建及拆除工程開工典禮後接受媒體訪問時表示，死刑是正義的最後一道防線，也是台灣社會的底線，不能退讓。他強調，當加害者不斷提出非常上訴時，被害者家屬的痛苦無法得到紓解，社會應傾聽被害者的聲音，而非為加害者尋找理由。侯友宜並譴責近日發生在中國深圳的暴力事件，強調任何針對孩童的暴力行為都是不可接受的。,"1. 2024年09月21日，新北市長侯友宜在淡水國小校舍新建及拆除工程開工典禮上表示，死刑是正義的最後一道防線，也是台灣社會的底線，不能退讓。

2. 2024年09月20日，憲法法庭針對死刑存廢釋憲案作出判決，認為死刑合憲，但限縮適用範圍。侯友宜對此表示理解被害者家屬的痛苦，強調社會不應為加害者找過多理由。

3. 侯友宜在媒體聯訪中提到，當加害者不斷提出非常上訴時，被害者家屬面臨無法申訴的困境，呼籲社會應傾聽被害者及家屬的痛苦。

4. 針對中國深圳日僑學校一名男童遭刺傷身亡事件，侯友宜譴責任何暴力行為，特別是針對幼小孩童的傷害，強調這是全世界都不允許的事。","侯友宜（新北市長）：死刑是正義的最後一道防線，也是當前台灣社會的底線，這一條底線絕對不能退讓。他強調，當加害者不斷提出非常上訴時，被害者家屬的痛苦和呼籲應該被傾聽，社會不應為加害者找過多的理由及機會。

侯友宜（新北市長）：針對中國深圳日僑學校男童遇刺事件，他譴責任何暴力行為，尤其是涉及幼小孩童的傷害，這是全世界都不允許發生的事。"
